Unnamed: 0,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,revenue
1393,536539,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2010-12-01 14:03:00,1.65,15165.0,United Kingdom,19.8
1416,536540,85136A,YELLOW SHARK HELICOPTER,2,2010-12-01 14:05:00,7.95,14911.0,EIRE,15.9
1434,536542,21930,JUMBO STORAGE BAG SKULLS,20,2010-12-01 14:11:00,1.95,16456.0,United Kingdom,39.0
1441,C536543,22632,HAND WARMER RED RETROSPOT,-1,2010-12-01 14:30:00,2.1,17841.0,United Kingdom,-2.1
1986,C536548,22580,ADVENT CALENDAR GINGHAM SACK,-4,2010-12-01 14:33:00,5.95,12472.0,Germany,-23.8
2008,536551,22482,BLUE TEA TOWEL CLASSIC DESIGN,2,2010-12-01 14:34:00,1.25,17346.0,United Kingdom,2.5
2034,536556,21843,RED RETROSPOT CAKE STAND,1,2010-12-01 14:38:00,10.95,17643.0,United Kingdom,10.95
2109,536559,22366,DOORMAT AIRMAIL ,10,2010-12-01 14:54:00,6.75,17873.0,United Kingdom,67.5
2124,536560,20685,DOORMAT RED RETROSPOT,20,2010-12-01 15:00:00,6.75,13093.0,United Kingdom,135.0
2133,536561,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2010-12-01 15:06:00,3.75,12921.0,United Kingdom,15.0
2157,536562,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,2010-12-01 15:08:00,4.25,13468.0,United Kingdom,17.0
2158,536563,85199S,SMALL HANGING IVORY/RED WOOD BIRD,72,2010-12-01 15:08:00,0.42,17760.0,United Kingdom,30.24
2175,536566,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,36,2010-12-01 15:21:00,1.25,16928.0,United Kingdom,45.0
2183,536567,22632,HAND WARMER RED RETROSPOT,24,2010-12-01 15:27:00,2.1,16048.0,United Kingdom,50.4
2233,536569,22731,3D CHRISTMAS STAMPS STICKERS ,2,2010-12-01 15:35:00,1.25,16274.0,United Kingdom,2.5
2256,536570,22835,HOT WATER BOTTLE I AM SO POORLY,24,2010-12-01 15:35:00,4.25,14496.0,United Kingdom,102.0
2269,536571,21352,EUCALYPTUS & PINECONE  WREATH,2,2010-12-01 15:37:00,6.75,14696.0,United Kingdom,13.5
2288,536572,21817,GLITTER CHRISTMAS TREE,12,2010-12-01 15:40:00,0.85,16539.0,United Kingdom,10.2
2296,536573,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-12-01 15:45:00,0.65,17025.0,United Kingdom,10.4
2306,536575,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2010-12-01 16:01:00,2.55,13777.0,United Kingdom,326.4
2334,536578,22726,ALARM CLOCK BAKELIKE GREEN,4,2010-12-01 16:15:00,3.75,17690.0,United Kingdom,15.0
2356,536582,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,6,2010-12-01 16:21:00,4.65,12947.0,United Kingdom,27.9
2365,536585,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2010-12-01 16:24:00,9.95,17460.0,United Kingdom,19.9
2372,536586,22730,ALARM CLOCK BAKELIKE IVORY,4,2010-12-01 16:25:00,3.75,18229.0,United Kingdom,15.0
2386,536587,22449,SILK PURSE BABUSHKA PINK,6,2010-12-01 16:33:00,3.35,14142.0,United Kingdom,20.1
2405,536588,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,12,2010-12-01 16:49:00,3.75,17069.0,United Kingdom,45.0
2415,536590,21166,COOK WITH WINE METAL SIGN ,12,2010-12-01 16:52:00,1.95,13065.0,United Kingdom,23.4
2440,536591,20768,GREEN FERN JOURNAL ,1,2010-12-01 16:57:00,2.55,14606.0,United Kingdom,2.55
3053,536593,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2010-12-01 17:15:00,7.95,16835.0,United Kingdom,15.9
3062,536594,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-01 17:22:00,2.95,15235.0,United Kingdom,17.7
3069,536595,22694,WICKER STAR ,5,2010-12-01 17:24:00,2.1,13576.0,United Kingdom,10.5
3096,536597,21739,COSY SLIPPER SHOES SMALL GREEN,1,2010-12-01 17:35:00,2.95,18011.0,United Kingdom,2.95
3111,536598,22617,BAKING SET SPACEBOY DESIGN,24,2010-12-02 07:48:00,4.25,13090.0,United Kingdom,102.0
3112,536599,22968,ROSE COTTAGE KEEPSAKE BOX ,8,2010-12-02 07:49:00,8.5,15694.0,United Kingdom,68.0
3154,536604,22961,JAM MAKING SET PRINTED,24,2010-12-02 08:43:00,1.45,14741.0,United Kingdom,34.8
3163,536605,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-02 08:52:00,4.95,13715.0,United Kingdom,14.85
3170,C536606,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,2010-12-02 09:10:00,2.95,14092.0,United Kingdom,-5.9
3187,536607,22804,CANDLEHOLDER PINK HANGING HEART,6,2010-12-02 09:29:00,2.95,17732.0,United Kingdom,17.7
3191,536608,22963,JAM JAR WITH GREEN LID,12,2010-12-02 09:37:00,0.85,12855.0,United Kingdom,10.2
3220,536611,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,6,2010-12-02 09:43:00,2.55,15752.0,United Kingdom,15.3
3243,536613,22619,SET OF 6 SOLDIER SKITTLES,8,2010-12-02 09:44:00,3.75,17855.0,United Kingdom,30.0
3269,536615,22120,WELCOME  WOODEN BLOCK LETTERS,3,2010-12-02 10:09:00,9.95,14047.0,United Kingdom,29.85
3270,536616,21137,BLACK RECORD COVER FRAME,72,2010-12-02 10:10:00,3.39,17925.0,United Kingdom,244.08
3290,536618,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,2010-12-02 10:17:00,1.25,17017.0,United Kingdom,30.0
3272,536617,21354,TOAST ITS - BEST MUM,12,2010-12-02 10:17:00,1.25,13941.0,United Kingdom,15.0
3318,536620,21061,PARTY INVITES FOOTBALL,12,2010-12-02 10:27:00,0.85,14135.0,United Kingdom,10.2
3337,536621,22491,PACK OF 12 COLOURED PENCILS,24,2010-12-02 10:35:00,0.85,13108.0,United Kingdom,20.4
3338,C536622,22752,SET 7 BABUSHKA NESTING BOXES,-2,2010-12-02 10:37:00,8.5,12471.0,Germany,-17.0
3365,536623,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-02 10:39:00,1.25,15601.0,United Kingdom,15.0
3399,536624,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-02 10:45:00,0.55,13418.0,United Kingdom,13.2
3410,C536625,22839,3 TIER CAKE TIN GREEN AND CREAM,-2,2010-12-02 10:46:00,14.95,14766.0,United Kingdom,-29.9
3419,536627,21756,BATH BUILDING BLOCK WORD,3,2010-12-02 10:53:00,5.95,15658.0,United Kingdom,17.85
3472,536632,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010-12-02 11:02:00,1.95,14388.0,United Kingdom,23.4
3492,536633,22926,IVORY GIANT GARDEN THERMOMETER,1,2010-12-02 11:20:00,5.95,14901.0,United Kingdom,5.95
3513,536634,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,52,2010-12-02 11:21:00,0.85,18041.0,United Kingdom,44.2
3526,536635,22502,PICNIC BASKET WICKER SMALL,8,2010-12-02 11:22:00,5.95,15955.0,United Kingdom,47.6
3534,536636,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,36,2010-12-02 11:23:00,2.95,15070.0,United Kingdom,106.2
3647,536638,84971S,SMALL HEART FLOWERS HOOK ,24,2010-12-02 11:41:00,0.85,16244.0,United Kingdom,20.4
3680,536639,22822,CREAM WALL PLANTER HEART SHAPED,2,2010-12-02 11:45:00,5.95,15111.0,United Kingdom,11.9
3693,C536642,21463,MIRRORED DISCO BALL ,-1,2010-12-02 11:56:00,5.95,14390.0,United Kingdom,-5.95
3726,536663,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-02 12:07:00,0.55,16546.0,United Kingdom,13.2
3736,536667,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2010-12-02 12:09:00,2.95,15260.0,United Kingdom,35.4
3752,536672,21288,STRIPEY CHOCOLATE NESTING BOXES,6,2010-12-02 12:10:00,2.95,14491.0,United Kingdom,17.7
3745,536671,22855,FINE WICKER HEART ,12,2010-12-02 12:10:00,1.25,13305.0,United Kingdom,15.0
3758,536673,40016,CHINESE DRAGON PAPER LANTERNS,144,2010-12-02 12:11:00,0.42,14060.0,United Kingdom,60.48
3781,536674,22501,PICNIC BASKET WICKER LARGE,1,2010-12-02 12:16:00,9.95,15923.0,United Kingdom,9.95
3788,536676,21563,RED HEART SHAPE LOVE BUCKET ,6,2010-12-02 12:18:00,2.95,16752.0,United Kingdom,17.7
3803,536681,21588,RETROSPOT GIANT TUBE MATCHES,3,2010-12-02 12:22:00,2.55,17287.0,United Kingdom,7.65
3856,536698,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2010-12-02 12:28:00,2.55,15363.0,United Kingdom,15.3
3870,536707,22423,REGENCY CAKESTAND 3 TIER,2,2010-12-02 12:33:00,12.75,12915.0,United Kingdom,25.5
3896,536732,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-02 12:47:00,0.55,15544.0,United Kingdom,13.2
3906,536733,47590B,PINK HAPPY BIRTHDAY BUNTING,9,2010-12-02 12:50:00,5.45,15738.0,United Kingdom,49.05
3912,C536734,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2010-12-02 12:50:00,7.95,16042.0,United Kingdom,-7.95
3913,536735,22659,LUNCH BOX I LOVE LONDON,128,2010-12-02 12:58:00,1.65,17381.0,United Kingdom,211.2
3926,536738,22840,ROUND CAKE TIN VINTAGE RED,2,2010-12-02 13:06:00,7.95,15827.0,United Kingdom,15.9
3938,536739,21844,RED RETROSPOT MUG,6,2010-12-02 13:08:00,2.95,14180.0,United Kingdom,17.7
3959,536741,22652,TRAVEL SEWING KIT,10,2010-12-02 13:11:00,1.65,13117.0,United Kingdom,16.5
3996,536742,22379,RECYCLING BAG RETROSPOT ,1,2010-12-02 13:14:00,2.1,16916.0,United Kingdom,2.1
4035,536743,85124B,BLUE JUICY FRUIT PHOTO FRAME,1,2010-12-02 13:32:00,2.55,17964.0,United Kingdom,2.55
4052,536744,21625,VINTAGE UNION JACK APRON,6,2010-12-02 13:36:00,6.95,14466.0,United Kingdom,41.7
4065,536745,85177,BASKET OF FLOWERS SEWING KIT,12,2010-12-02 13:38:00,0.85,17235.0,United Kingdom,10.2
4073,536746,84946,ANTIQUE SILVER TEA GLASS ETCHED,24,2010-12-02 13:39:00,1.25,16510.0,United Kingdom,30.0
4089,536747,22633,HAND WARMER UNION JACK,6,2010-12-02 13:44:00,2.1,17802.0,United Kingdom,12.6
4091,536748,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-12-02 13:45:00,0.85,15107.0,United Kingdom,10.2
4139,536749,15056N,EDWARDIAN PARASOL NATURAL,1,2010-12-02 13:49:00,5.95,17976.0,United Kingdom,5.95
4239,536754,85185B,PINK HORSE SOCK PUPPET,1,2010-12-02 14:09:00,2.95,14449.0,United Kingdom,2.95
4287,C536757,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-9360,2010-12-02 14:23:00,0.03,15838.0,United Kingdom,-280.8
4299,536759,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-02 14:26:00,2.95,16781.0,United Kingdom,17.7
4306,C536760,22175,PINK OWL SOFT TOY,-1,2010-12-02 14:29:00,2.95,17547.0,United Kingdom,-2.95
4312,536761,21217,RED RETROSPOT ROUND CAKE TINS,1,2010-12-02 14:30:00,9.95,13491.0,United Kingdom,9.95
4334,536762,22815,CARD PSYCHEDELIC APPLES,12,2010-12-02 14:40:00,0.42,16186.0,United Kingdom,5.04
4342,536763,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-12-02 14:42:00,1.25,17685.0,United Kingdom,15.0
4367,536769,22380,TOY TIDY SPACEBOY  ,5,2010-12-02 14:47:00,2.1,17581.0,United Kingdom,10.5
4387,536777,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2010-12-02 15:00:00,0.65,15732.0,United Kingdom,15.6
4400,536778,21257,VICTORIAN SEWING BOX MEDIUM,2,2010-12-02 15:03:00,7.95,13138.0,United Kingdom,15.9
4406,536779,BANK CHARGES,Bank Charges,1,2010-12-02 15:08:00,15.0,15823.0,United Kingdom,15.0
4428,536782,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-02 15:18:00,1.25,17567.0,United Kingdom,15.0
4467,536783,48184,DOORMAT ENGLISH ROSE ,30,2010-12-02 15:19:00,6.75,15061.0,United Kingdom,202.5
4556,536793,22264,FELT FARM ANIMAL WHITE BUNNY ,12,2010-12-02 15:39:00,0.85,16203.0,United Kingdom,10.2
4564,536795,22865,HAND WARMER OWL DESIGN,24,2010-12-02 15:40:00,2.1,15640.0,United Kingdom,50.4
4654,536796,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1,2010-12-02 15:46:00,0.42,15574.0,United Kingdom,0.42
4694,536797,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2010-12-02 15:49:00,3.75,16770.0,United Kingdom,15.0
4711,536798,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-12-02 15:55:00,2.1,17838.0,United Kingdom,25.2
4736,536799,22745,POPPY'S PLAYHOUSE BEDROOM ,2,2010-12-02 16:00:00,2.1,17228.0,United Kingdom,4.2
4756,536800,22983,CARD BILLBOARD FONT,12,2010-12-02 16:12:00,0.42,14829.0,United Kingdom,5.04
4784,536802,22779,WOODEN OWLS LIGHT GARLAND ,8,2010-12-02 16:29:00,4.25,17412.0,United Kingdom,34.0
4801,536804,15056BL,EDWARDIAN PARASOL BLACK,12,2010-12-02 16:34:00,5.95,14031.0,United Kingdom,71.4
4823,536805,37370,RETRO COFFEE MUGS ASSORTED,12,2010-12-02 16:38:00,1.25,14775.0,United Kingdom,15.0
4835,536806,82578,KITCHEN METAL SIGN,12,2010-12-02 16:42:00,0.55,12971.0,United Kingdom,6.6
4836,C536807,22501,PICNIC BASKET WICKER LARGE,-2,2010-12-02 16:45:00,9.95,15834.0,United Kingdom,-19.9
4846,536808,22569,FELTCRAFT CUSHION BUTTERFLY,8,2010-12-02 16:46:00,3.75,17659.0,United Kingdom,30.0
4850,536809,84950,ASSORTED COLOUR T-LIGHT HOLDER,1824,2010-12-02 16:48:00,0.55,15299.0,United Kingdom,1003.2
4874,536813,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2010-12-02 16:59:00,2.95,15646.0,United Kingdom,17.7
4876,C536814,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,2010-12-02 17:03:00,7.95,13958.0,United Kingdom,-15.9
4882,C536815,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,2010-12-02 17:05:00,1.25,14443.0,United Kingdom,-1.25
4885,C536817,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-02 17:08:00,3.25,14156.0,EIRE,-3.25
4886,C536818,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,2010-12-02 17:09:00,1.25,16995.0,United Kingdom,-1.25
4901,536819,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-12-02 17:12:00,0.55,13402.0,United Kingdom,13.2
4904,C536820,22877,NUMBER TILE COTTAGE GARDEN 9,-1,2010-12-02 17:14:00,1.95,18168.0,United Kingdom,-1.95
4921,536821,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-12-02 17:17:00,0.95,17757.0,United Kingdom,1.9
4932,C536822,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2010-12-02 17:19:00,3.75,14625.0,United Kingdom,-3.75
4933,536823,22508,DOORSTOP RETROSPOT HEART,4,2010-12-02 17:22:00,3.75,13011.0,United Kingdom,15.0
4936,536824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,160,2010-12-02 17:24:00,2.55,13798.0,United Kingdom,408.0
4937,C536825,22617,BAKING SET SPACEBOY DESIGN,-1,2010-12-02 17:27:00,4.95,15384.0,United Kingdom,-4.95
4943,C536828,84946,ANTIQUE SILVER TEA GLASS ETCHED,-3,2010-12-02 17:35:00,1.25,14264.0,United Kingdom,-3.75
4944,C536829,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-02 17:36:00,3.25,13295.0,United Kingdom,-3.25
4945,536830,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2880,2010-12-02 17:38:00,0.18,16754.0,United Kingdom,518.4
4958,536832,85066,CREAM SWEETHEART MINI CHEST,2,2010-12-02 17:41:00,12.75,16634.0,United Kingdom,25.5
4975,536833,21364,PEACE SMALL WOOD LETTERS,2,2010-12-02 17:48:00,6.75,18239.0,United Kingdom,13.5
4988,536834,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",12,2010-12-02 17:51:00,2.95,14576.0,United Kingdom,35.4
4989,536835,22655,VINTAGE RED KITCHEN CABINET,1,2010-12-02 18:06:00,295.0,13145.0,United Kingdom,295.0
5033,536837,22470,HEART OF WICKER LARGE,3,2010-12-02 18:15:00,2.95,14395.0,United Kingdom,8.85
5044,536838,15036,ASSORTED COLOURS SILK FAN,24,2010-12-02 18:23:00,0.75,14865.0,United Kingdom,18.0
5055,536839,21519,GIN & TONIC DIET GREETING CARD ,36,2010-12-02 18:25:00,0.42,15093.0,United Kingdom,15.12
5082,536841,22469,HEART OF WICKER SMALL,12,2010-12-02 18:27:00,1.65,16150.0,United Kingdom,19.8
5063,536840,22961,JAM MAKING SET PRINTED,12,2010-12-02 18:27:00,1.45,12738.0,Germany,17.4
5106,536842,22551,PLASTERS IN TIN SPACEBOY,12,2010-12-02 18:45:00,1.65,17552.0,United Kingdom,19.8
5109,536844,22502,PICNIC BASKET WICKER SMALL,32,2010-12-02 18:49:00,4.95,14236.0,United Kingdom,158.4
5128,536845,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-02 19:18:00,3.75,17961.0,United Kingdom,3.75
5190,536846,20982,12 PENCILS TALL TUBE SKULLS,1,2010-12-02 19:59:00,0.85,14573.0,United Kingdom,0.85
5221,536847,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2010-12-03 09:31:00,1.25,17135.0,United Kingdom,15.0
5229,536849,22730,ALARM CLOCK BAKELIKE IVORY,19,2010-12-03 09:45:00,3.75,17396.0,United Kingdom,71.25
5236,C536850,22186,RED STAR CARD HOLDER,-48,2010-12-03 09:47:00,2.55,14213.0,United Kingdom,-122.4
5251,536851,21086,SET/6 RED SPOTTY PAPER CUPS,12,2010-12-03 09:49:00,0.65,12967.0,United Kingdom,7.8
5257,536852,21786,POLKADOT RAIN HAT ,24,2010-12-03 09:51:00,0.42,12686.0,France,10.08
5259,C536853,84678,CLASSICAL ROSE SMALL VASE,-1,2010-12-03 10:07:00,2.55,14679.0,United Kingdom,-2.55
5260,C536854,22158,3 HEARTS HANGING DECORATION RUSTIC,-1,2010-12-03 10:09:00,2.95,15240.0,United Kingdom,-2.95
5263,C536855,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-4,2010-12-03 10:11:00,7.95,18225.0,United Kingdom,-31.8
